DateOfCrash,LocationCity,LocationLatitude,LocationLongitude,WeatherCondition1,FirstHarmfulEvent,MostHarmfulEvent,RoadFeature,TrafficControlType,Crash_Date_Hour,Crash_Date_DOW,Crash_Date_Month,Crash_Date_Year,killed,type_a_injury,type_b_injury,type_c_injury,no_injury
2016-12-22 02:28:42,Raleigh,26.07964268986820,-27.984735046833500,Clouds,No Crash,None,Urban Road,Normal Flow,2,Thursday,December,2016,0,0,0,0,1
2016-06-08 02:13:36,Raleigh,71.48484984067030,-22.501009853299400,Clouds,No Crash,None,Urban Road,Normal Flow,2,Wednesday,June,2016,0,0,0,0,1
2016-04-11 22:13:57,Raleigh,63.48598670067030,-74.163842929724,Snow,No Crash,None,Urban Road,Normal Flow,22,Monday,April,2016,0,0,0,0,1
2015-12-20 11:00:25,Raleigh,24.1535158361623,-2.631814711785980,Clouds,No Crash,None,Urban Road,Normal Flow,11,Sunday,December,2015,0,0,0,0,1
2017-01-29 19:29:04,Raleigh,64.05296453969930,-35.52609317926490,Clouds,No Crash,None,Urban Road,Normal Flow,19,Sunday,January,2017,0,0,0,0,1
2015-02-13 22:18:45,Raleigh,12.382663546793300,-18.078403705360600,Rain,No Crash,None,Urban Road,Normal Flow,22,Friday,February,2015,0,0,0,0,1
2016-05-09 17:04:28,Raleigh,14.968307276673900,-1.975331213266090,Clouds,No Crash,None,Urban Road,Normal Flow,17,Monday,May,2016,0,0,0,0,1
2016-10-21 10:47:30,Raleigh,69.33015470969440,-5.541507269550480,Clouds,No Crash,None,Urban Road,Normal Flow,10,Friday,October,2016,0,0,0,0,1
2017-04-12 08:28:59,Raleigh,69.76491159910690,-23.888197235607200,Clouds,No Crash,None,Urban Road,Normal Flow,8,Wednesday,April,2017,0,0,0,0,1
2016-06-10 01:06:43,Raleigh,56.76090547771740,-72.33400734977230,Rain,No Crash,None,Urban Road,Normal Flow,1,Friday,June,2016,0,0,0,0,1
2015-09-19 22:12:20,Raleigh,29.158386692880000,-56.943166294649100,Clouds,No Crash,None,Urban Road,Normal Flow,22,Saturday,September,2015,0,0,0,0,1
2017-08-02 04:10:31,Raleigh,55.304720123629900,-24.16953942583030,Rain,No Crash,None,Urban Road,Normal Flow,4,Wednesday,August,2017,0,0,0,0,1
2017-07-07 20:49:18,Raleigh,72.54709932585570,-61.70064362075730,Clouds,No Crash,None,Urban Road,Normal Flow,20,Friday,July,2017,0,0,0,0,1
2015-05-13 16:17:17,Raleigh,58.689402488329900,-31.97182674286540,Clouds,No Crash,None,Urban Road,Normal Flow,16,Wednesday,May,2015,0,0,0,0,1
2015-05-31 10:07:59,Raleigh,9.406010321330110,-11.649558781376300,Rain,No Crash,None,Urban Road,Normal Flow,10,Sunday,May,2015,0,0,0,0,1
2015-11-01 04:21:30,Raleigh,0.29753308542595400,-9.022025114435040,Clouds,No Crash,None,Urban Road,Normal Flow,4,Sunday,November,2015,0,0,0,0,1
2016-06-18 00:04:20,Raleigh,64.54401106349710,-83.80781616841730,Clouds,No Crash,None,Urban Road,Normal Flow,0,Saturday,June,2016,0,0,0,0,1
2015-11-30 16:31:23,Raleigh,71.0095268001167,-20.72370898289110,Clouds,No Crash,None,Urban Road,Normal Flow,16,Monday,November,2015,0,0,0,0,1
2017-09-16 18:47:59,Raleigh,60.15051502858630,-57.67116013611270,Clouds,No Crash,None,Urban Road,Normal Flow,18,Saturday,September,2017,0,0,0,0,1
2015-05-22 17:47:52,Raleigh,60.89026379991680,-60.401512284430800,Rain,No Crash,None,Urban Road,Normal Flow,17,Friday,May,2015,0,0,0,0,1
2016-07-17 18:56:48,Raleigh,36.83660071431970,-9.600726931563690,Clouds,No Crash,None,Urban Road,Normal Flow,18,Sunday,July,2016,0,0,0,0,1
2016-01-09 03:42:18,Raleigh,42.666626732726700,-73.10375257808460,Clear,No Crash,None,Urban Road,Normal Flow,3,Saturday,January,2016,0,0,0,0,1
2017-03-06 11:47:37,Raleigh,77.01883756702370,-81.0913291293121,Clouds,No Crash,None,Urban Road,Normal Flow,11,Monday,March,2017,0,0,0,0,1
2015-01-15 02:05:39,Raleigh,12.313793293209900,-3.749386037968560,Clouds,No Crash,None,Urban Road,Normal Flow,2,Thursday,January,2015,0,0,0,0,1
2017-05-10 05:35:46,Raleigh,26.929769426002300,-5.738137084375820,Clouds,No Crash,None,Urban Road,Normal Flow,5,Wednesday,May,2017,0,0,0,0,1
2016-09-13 06:52:04,Raleigh,71.99436010827110,-63.27843677824500,Clouds,No Crash,None,Urban Road,Normal Flow,6,Tuesday,September,2016,0,0,0,0,1
2017-05-21 08:07:58,Raleigh,14.82676223154170,-15.476199492245700,Rain,No Crash,None,Urban Road,Normal Flow,8,Sunday,May,2017,0,0,0,0,1
2017-06-21 21:23:57,Raleigh,56.65944722851340,-17.183343921434800,Rain,No Crash,None,Urban Road,Normal Flow,21,Wednesday,June,2017,0,0,0,0,1
2016-08-03 01:56:33,Raleigh,72.7475626009095,-27.88539870597410,Clouds,No Crash,None,Urban Road,Normal Flow,1,Wednesday,August,2016,0,0,0,0,1
2015-08-04 19:47:09,Raleigh,50.12805498374630,-69.74727412656810,Clouds,No Crash,None,Urban Road,Normal Flow,19,Tuesday,August,2015,0,0,0,0,1
2015-01-08 09:11:14,Raleigh,44.24540052889400,-10.14230177782040,Rain,No Crash,None,Urban Road,Normal Flow,9,Thursday,January,2015,0,0,0,0,1
2015-01-03 00:40:39,Raleigh,34.8495930537228,-17.85761959227340,Clouds,No Crash,None,Urban Road,Normal Flow,0,Saturday,January,2015,0,0,0,0,1
2016-01-22 04:35:01,Raleigh,39.700238031867000,-67.43164829349770,Clouds,No Crash,None,Urban Road,Normal Flow,4,Friday,January,2016,0,0,0,0,1
2015-03-11 11:05:47,Raleigh,30.794394525954000,-38.72182984576950,Clear,No Crash,None,Urban Road,Normal Flow,11,Wednesday,March,2015,0,0,0,0,1
2015-03-04 20:21:59,Raleigh,14.685990118263400,-3.4900453754647300,Clouds,No Crash,None,Urban Road,Normal Flow,20,Wednesday,March,2015,0,0,0,0,1
2016-04-17 15:18:37,Raleigh,73.48686373094530,-58.6551673633468,Clouds,No Crash,None,Urban Road,Normal Flow,15,Sunday,April,2016,0,0,0,0,1
2015-08-01 14:06:26,Raleigh,58.410944644598900,-11.831795295406900,Clouds,No Crash,None,Urban Road,Normal Flow,14,Saturday,August,2015,0,0,0,0,1
2015-07-19 22:56:07,Raleigh,41.7367013661588,-22.018435094043300,Clouds,No Crash,None,Urban Road,Normal Flow,22,Sunday,July,2015,0,0,0,0,1
2015-11-14 02:41:14,Raleigh,76.63840952609020,-57.42046163397320,Clouds,No Crash,None,Urban Road,Normal Flow,2,Saturday,November,2015,0,0,0,0,1
2016-10-16 17:55:47,Raleigh,50.54597827249520,-42.60681009274520,Clouds,No Crash,None,Urban Road,Normal Flow,17,Sunday,October,2016,0,0,0,0,1
2015-02-12 04:21:20,Raleigh,29.65387120677220,-85.88893919792460,Clear,No Crash,None,Urban Road,Normal Flow,4,Thursday,February,2015,0,0,0,0,1
2016-03-01 15:20:04,Raleigh,29.797012627812600,-31.94361022786740,Clear,No Crash,None,Urban Road,Normal Flow,15,Tuesday,March,2016,0,0,0,0,1
2016-03-18 22:08:34,Raleigh,7.5022039928604800,-22.179795896452500,Rain,No Crash,None,Urban Road,Normal Flow,22,Friday,March,2016,0,0,0,0,1
2015-06-29 04:36:40,Raleigh,22.858676259028200,-71.63324251161090,Clouds,No Crash,None,Urban Road,Normal Flow,4,Monday,June,2015,0,0,0,0,1
2015-05-24 10:37:08,Raleigh,44.23995600176140,-34.98571241643680,Clouds,No Crash,None,Urban Road,Normal Flow,10,Sunday,May,2015,0,0,0,0,1
2015-02-02 19:05:51,Raleigh,75.662383318402,-62.44470532837860,Clouds,No Crash,None,Urban Road,Normal Flow,19,Monday,February,2015,0,0,0,0,1
2015-02-17 14:17:49,Raleigh,53.3774165914689,-77.13491649963530,Rain,No Crash,None,Urban Road,Normal Flow,14,Tuesday,February,2015,0,0,0,0,1
2015-10-15 18:45:55,Raleigh,0.10301186475964000,-0.04585746300482190,Clouds,No Crash,None,Urban Road,Normal Flow,18,Thursday,October,2015,0,0,0,0,1
2015-03-26 21:49:12,Raleigh,66.06424139672770,-78.70338797881410,Clear,No Crash,None,Urban Road,Normal Flow,21,Thursday,March,2015,0,0,0,0,1
2016-12-27 10:50:18,Raleigh,20.32858314367020,-83.1212572708728,Clouds,No Crash,None,Urban Road,Normal Flow,10,Tuesday,December,2016,0,0,0,0,1
2016-11-19 02:39:17,Raleigh,30.31199989434180,-8.058060959546450,Clouds,No Crash,None,Urban Road,Normal Flow,2,Saturday,November,2016,0,0,0,0,1
2016-07-24 06:53:29,Raleigh,49.61737248553120,-81.10264926020450,Clouds,No Crash,None,Urban Road,Normal Flow,6,Sunday,July,2016,0,0,0,0,1
2015-08-05 16:08:54,Raleigh,9.739336368810120,-48.288676502787500,Clouds,No Crash,None,Urban Road,Normal Flow,16,Wednesday,August,2015,0,0,0,0,1
2016-05-11 03:12:25,Raleigh,7.999885564218790,-72.21062930036680,Clouds,No Crash,None,Urban Road,Normal Flow,3,Wednesday,May,2016,0,0,0,0,1
2017-03-23 10:04:00,Raleigh,36.333846694055100,-85.26340551296480,Clouds,No Crash,None,Urban Road,Normal Flow,10,Thursday,March,2017,0,0,0,0,1
2015-10-22 05:39:13,Raleigh,13.258142944907800,-67.62764843692250,Clouds,No Crash,None,Urban Road,Normal Flow,5,Thursday,October,2015,0,0,0,0,1
2016-03-30 00:19:13,Raleigh,46.12980845070300,-63.12063212666500,Mist,No Crash,None,Urban Road,Normal Flow,0,Wednesday,March,2016,0,0,0,0,1
2017-07-17 15:13:21,Raleigh,74.9767345248268,-19.559118720296800,Clear,No Crash,None,Urban Road,Normal Flow,15,Monday,July,2017,0,0,0,0,1
2017-09-01 10:49:33,Raleigh,79.19184412546100,-11.322973158089700,Clouds,No Crash,None,Urban Road,Normal Flow,10,Friday,September,2017,0,0,0,0,1
2015-09-29 13:29:01,Raleigh,26.331260461870600,-77.87699606713720,Clouds,No Crash,None,Urban Road,Normal Flow,13,Tuesday,September,2015,0,0,0,0,1
2016-07-16 14:54:03,Raleigh,41.25041199687210,-35.49642286085470,Clouds,No Crash,None,Urban Road,Normal Flow,14,Saturday,July,2016,0,0,0,0,1
2016-08-28 06:25:17,Raleigh,13.539404699778800,-18.63397828920380,Clouds,No Crash,None,Urban Road,Normal Flow,6,Sunday,August,2016,0,0,0,0,1
2015-10-30 05:32:16,Raleigh,37.80481418977660,-52.09282027661200,Rain,No Crash,None,Urban Road,Normal Flow,5,Friday,October,2015,0,0,0,0,1
2017-02-10 00:42:15,Raleigh,38.55339771835400,-1.281588661752710,Clear,No Crash,None,Urban Road,Normal Flow,0,Friday,February,2017,0,0,0,0,1
2016-02-27 15:03:32,Raleigh,23.21603819771130,-0.12097899195025300,Clouds,No Crash,None,Urban Road,Normal Flow,15,Saturday,February,2016,0,0,0,0,1
2017-09-07 20:45:50,Raleigh,39.85102085807180,-55.37275751510130,Rain,No Crash,None,Urban Road,Normal Flow,20,Thursday,September,2017,0,0,0,0,1
2016-03-14 03:21:29,Raleigh,16.033779943239700,-12.711244397050300,Clouds,No Crash,None,Urban Road,Normal Flow,3,Monday,March,2016,0,0,0,0,1
2015-06-26 19:07:41,Raleigh,54.32679028701560,-82.98115510741510,Clouds,No Crash,None,Urban Road,Normal Flow,19,Friday,June,2015,0,0,0,0,1
2017-05-30 21:38:05,Raleigh,10.51720260766580,-61.90165212061640,Clouds,No Crash,None,Urban Road,Normal Flow,21,Tuesday,May,2017,0,0,0,0,1
2016-06-03 02:02:02,Raleigh,64.73793726843650,-21.087144026084400,Clouds,No Crash,None,Urban Road,Normal Flow,2,Friday,June,2016,0,0,0,0,1
2017-03-26 21:42:34,Raleigh,26.5392146748825,-77.33890301373510,Clouds,No Crash,None,Urban Road,Normal Flow,21,Sunday,March,2017,0,0,0,0,1
2015-07-06 09:56:14,Raleigh,58.192576372630100,-43.45897144558010,Clouds,No Crash,None,Urban Road,Normal Flow,9,Monday,July,2015,0,0,0,0,1
2017-06-08 17:07:57,Raleigh,42.199868199789900,-46.19495060545960,Clear,No Crash,None,Urban Road,Normal Flow,17,Thursday,June,2017,0,0,0,0,1
2017-04-13 23:48:23,Raleigh,69.57812808802510,-60.25411118956930,Clouds,No Crash,None,Urban Road,Normal Flow,23,Thursday,April,2017,0,0,0,0,1
2016-11-26 17:07:41,Raleigh,74.60571628202000,-88.34995422780630,Clouds,No Crash,None,Urban Road,Normal Flow,17,Saturday,November,2016,0,0,0,0,1
2015-04-25 21:21:21,Raleigh,21.099797193057600,-26.87219052653720,Clear,No Crash,None,Urban Road,Normal Flow,21,Saturday,April,2015,0,0,0,0,1
2016-10-23 16:38:05,Raleigh,51.26222343279550,-16.857302297988200,Rain,No Crash,None,Urban Road,Normal Flow,16,Sunday,October,2016,0,0,0,0,1
2015-05-22 21:23:28,Raleigh,9.342417800242160,-22.92040664558490,Clouds,No Crash,None,Urban Road,Normal Flow,21,Friday,May,2015,0,0,0,0,1
2016-01-30 03:23:58,Raleigh,30.04853774546680,-80.88230112552680,Clouds,No Crash,None,Urban Road,Normal Flow,3,Saturday,January,2016,0,0,0,0,1
2016-06-25 15:26:40,Raleigh,39.75687134324200,-40.96692756794740,Rain,No Crash,None,Urban Road,Normal Flow,15,Saturday,June,2016,0,0,0,0,1
2015-09-24 12:17:58,Raleigh,72.65649705372810,-45.04326854948500,Clouds,No Crash,None,Urban Road,Normal Flow,12,Thursday,September,2015,0,0,0,0,1
2017-10-01 22:38:17,Raleigh,78.42960336089510,-39.81634826239330,Clouds,No Crash,None,Urban Road,Normal Flow,22,Sunday,October,2017,0,0,0,0,1
2015-08-26 13:36:20,Raleigh,58.346106016264900,-81.17102376686220,Rain,No Crash,None,Urban Road,Normal Flow,13,Wednesday,August,2015,0,0,0,0,1
2015-12-08 02:57:03,Raleigh,41.65644594664330,-82.17245849436420,Clouds,No Crash,None,Urban Road,Normal Flow,2,Tuesday,December,2015,0,0,0,0,1
2016-07-26 04:03:08,Raleigh,43.040204094129100,-70.91819941161220,Clouds,No Crash,None,Urban Road,Normal Flow,4,Tuesday,July,2016,0,0,0,0,1
2016-01-19 03:13:24,Raleigh,79.0294187936099,-24.84849049256830,Clouds,No Crash,None,Urban Road,Normal Flow,3,Tuesday,January,2016,0,0,0,0,1
2016-03-01 13:15:42,Raleigh,59.10105911252730,-85.62030873328820,Clouds,No Crash,None,Urban Road,Normal Flow,13,Tuesday,March,2016,0,0,0,0,1
2017-03-16 21:37:50,Raleigh,32.92526905967280,-90.28787071223060,Clouds,No Crash,None,Urban Road,Normal Flow,21,Thursday,March,2017,0,0,0,0,1
2017-08-25 03:04:50,Raleigh,6.4888156147620100,-30.59081834932890,Rain,No Crash,None,Urban Road,Normal Flow,3,Friday,August,2017,0,0,0,0,1
2017-05-18 10:23:51,Raleigh,76.88265156152870,-45.45627231449510,Clouds,No Crash,None,Urban Road,Normal Flow,10,Thursday,May,2017,0,0,0,0,1
2016-12-06 06:58:04,Raleigh,73.89609221792640,-18.179999226429000,Clear,No Crash,None,Urban Road,Normal Flow,6,Tuesday,December,2016,0,0,0,0,1
2016-04-26 04:11:04,Raleigh,79.04178641935310,-81.15308530552950,Clear,No Crash,None,Urban Road,Normal Flow,4,Tuesday,April,2016,0,0,0,0,1
2015-10-02 22:32:04,Raleigh,73.8233791138255,-18.305484079380700,Clear,No Crash,None,Urban Road,Normal Flow,22,Friday,October,2015,0,0,0,0,1
2015-04-05 03:32:14,Raleigh,7.838686564913900,-87.43121846058920,Clouds,No Crash,None,Urban Road,Normal Flow,3,Sunday,April,2015,0,0,0,0,1
2016-12-06 08:00:11,Raleigh,13.509950542827500,-62.32692473130720,Clouds,No Crash,None,Urban Road,Normal Flow,8,Tuesday,December,2016,0,0,0,0,1
2015-05-07 15:22:45,Raleigh,37.691880370761100,-57.392993240850600,Rain,No Crash,None,Urban Road,Normal Flow,15,Thursday,May,2015,0,0,0,0,1
2017-03-24 08:32:54,Raleigh,48.16033223123730,-70.4727348551719,Clouds,No Crash,None,Urban Road,Normal Flow,8,Friday,March,2017,0,0,0,0,1
2015-03-04 07:02:59,Raleigh,13.261182276623200,-65.2650509131775,Clouds,No Crash,None,Urban Road,Normal Flow,7,Wednesday,March,2015,0,0,0,0,1
2015-03-15 19:42:53,Raleigh,47.21161940988180,-60.16537286088230,Clouds,No Crash,None,Urban Road,Normal Flow,19,Sunday,March,2015,0,0,0,0,1
2015-02-11 00:02:30,Raleigh,69.03737967987310,-20.48556269223550,Clouds,No Crash,None,Urban Road,Normal Flow,0,Wednesday,February,2015,0,0,0,0,1
2016-05-06 02:08:06,Raleigh,62.018537879508600,-10.478001018079100,Clouds,No Crash,None,Urban Road,Normal Flow,2,Friday,May,2016,0,0,0,0,1
2015-01-17 11:44:54,Raleigh,17.119661835150300,-77.69134479979510,Clouds,No Crash,None,Urban Road,Normal Flow,11,Saturday,January,2015,0,0,0,0,1
2016-01-16 19:30:02,Raleigh,33.66059668101760,-30.86467864725760,Clouds,No Crash,None,Urban Road,Normal Flow,19,Saturday,January,2016,0,0,0,0,1
2016-03-30 23:47:53,Raleigh,47.99912370044460,-62.492155792503600,Clouds,No Crash,None,Urban Road,Normal Flow,23,Wednesday,March,2016,0,0,0,0,1
2016-06-05 19:34:34,Raleigh,11.782705875269800,-88.20067086318270,Clouds,No Crash,None,Urban Road,Normal Flow,19,Sunday,June,2016,0,0,0,0,1
2016-07-09 15:59:02,Raleigh,19.981982746609500,-83.45040656697070,Clouds,No Crash,None,Urban Road,Normal Flow,15,Saturday,July,2016,0,0,0,0,1
2017-08-27 06:58:47,Raleigh,25.083068004367000,-81.16806579243610,Clear,No Crash,None,Urban Road,Normal Flow,6,Sunday,August,2017,0,0,0,0,1
2017-09-29 00:49:52,Raleigh,52.528148393104800,-22.96786304516520,Rain,No Crash,None,Urban Road,Normal Flow,0,Friday,September,2017,0,0,0,0,1
2016-08-10 08:35:07,Raleigh,77.37430868627680,-75.62711692436370,Clouds,No Crash,None,Urban Road,Normal Flow,8,Wednesday,August,2016,0,0,0,0,1
2017-01-27 00:47:15,Raleigh,61.72916370970510,-74.87960021607460,Snow,No Crash,None,Urban Road,Normal Flow,0,Friday,January,2017,0,0,0,0,1
2015-06-14 19:43:31,Raleigh,38.0042958567688,-67.40530419579130,Clouds,No Crash,None,Urban Road,Normal Flow,19,Sunday,June,2015,0,0,0,0,1
2017-08-31 10:21:30,Raleigh,43.858457548576700,-82.93113160765170,Clouds,No Crash,None,Urban Road,Normal Flow,10,Thursday,August,2017,0,0,0,0,1
2015-04-05 14:59:52,Raleigh,21.26487403678800,-75.10122524074550,Rain,No Crash,None,Urban Road,Normal Flow,14,Sunday,April,2015,0,0,0,0,1
2015-07-13 10:01:52,Raleigh,27.764781221903000,-71.58072299623090,Clouds,No Crash,None,Urban Road,Normal Flow,10,Monday,July,2015,0,0,0,0,1
2015-05-08 16:30:41,Raleigh,55.46081713798900,-0.9693348010395800,Clouds,No Crash,None,Urban Road,Normal Flow,16,Friday,May,2015,0,0,0,0,1
2015-03-16 15:53:25,Raleigh,26.36398907381350,-37.03324503246700,Clear,No Crash,None,Urban Road,Normal Flow,15,Monday,March,2015,0,0,0,0,1
2016-10-26 11:41:39,Raleigh,45.42158916410400,-67.2659973167377,Clear,No Crash,None,Urban Road,Normal Flow,11,Wednesday,October,2016,0,0,0,0,1
2017-07-31 01:00:44,Raleigh,37.02481229377700,-24.112879765584800,Clouds,No Crash,None,Urban Road,Normal Flow,1,Monday,July,2017,0,0,0,0,1
2015-07-13 00:52:27,Raleigh,65.96672540593260,-23.25604264352120,Clouds,No Crash,None,Urban Road,Normal Flow,0,Monday,July,2015,0,0,0,0,1
2016-02-15 19:16:31,Raleigh,45.51405544059190,-13.205708254962000,Clouds,No Crash,None,Urban Road,Normal Flow,19,Monday,February,2016,0,0,0,0,1
2017-09-13 19:42:58,Raleigh,16.332471664834000,-35.59742446342420,Clouds,No Crash,None,Urban Road,Normal Flow,19,Wednesday,September,2017,0,0,0,0,1
2017-09-23 19:07:17,Raleigh,34.69081461881830,-44.59210901816710,Rain,No Crash,None,Urban Road,Normal Flow,19,Saturday,September,2017,0,0,0,0,1
2016-04-20 17:08:31,Raleigh,70.28356116423670,-57.58346084309480,Clouds,No Crash,None,Urban Road,Normal Flow,17,Wednesday,April,2016,0,0,0,0,1
2015-08-18 08:13:53,Raleigh,7.071084823326630,-67.07749090460430,Clouds,No Crash,None,Urban Road,Normal Flow,8,Tuesday,August,2015,0,0,0,0,1
2017-03-02 05:19:53,Raleigh,43.36645455829080,-18.92168304552280,Clouds,No Crash,None,Urban Road,Normal Flow,5,Thursday,March,2017,0,0,0,0,1
2016-02-29 03:07:17,Raleigh,11.622878440611700,-75.14937821741710,Clouds,No Crash,None,Urban Road,Normal Flow,3,Monday,February,2016,0,0,0,0,1
2015-04-24 18:51:52,Raleigh,42.70190500004940,-85.86138900640710,Rain,No Crash,None,Urban Road,Normal Flow,18,Friday,April,2015,0,0,0,0,1
2017-01-09 09:44:57,Raleigh,64.6729447741754,-2.919664530796060,Clouds,No Crash,None,Urban Road,Normal Flow,9,Monday,January,2017,0,0,0,0,1
2016-01-02 18:01:16,Raleigh,69.7210788296888,-58.72009618446390,Clouds,No Crash,None,Urban Road,Normal Flow,18,Saturday,January,2016,0,0,0,0,1
2016-02-26 15:27:38,Raleigh,5.908220983057210,-24.170524659368200,Clouds,No Crash,None,Urban Road,Normal Flow,15,Friday,February,2016,0,0,0,0,1
2016-04-14 02:30:19,Raleigh,51.7454504294484,-75.34734643131130,Rain,No Crash,None,Urban Road,Normal Flow,2,Thursday,April,2016,0,0,0,0,1
2016-07-05 02:27:49,Raleigh,68.7600207575228,-18.180117657776100,Clear,No Crash,None,Urban Road,Normal Flow,2,Tuesday,July,2016,0,0,0,0,1
2017-09-04 18:07:30,Raleigh,28.48593473703900,-89.15623704354130,Clouds,No Crash,None,Urban Road,Normal Flow,18,Monday,September,2017,0,0,0,0,1
2017-08-15 19:25:27,Raleigh,73.44523338794540,-77.8662978161125,Clouds,No Crash,None,Urban Road,Normal Flow,19,Tuesday,August,2017,0,0,0,0,1
2016-12-26 06:25:12,Raleigh,39.12372937152790,-55.06195035299920,Rain,No Crash,None,Urban Road,Normal Flow,6,Monday,December,2016,0,0,0,0,1
2015-07-05 11:15:24,Raleigh,60.38078787476310,-21.91732452416090,Rain,No Crash,None,Urban Road,Normal Flow,11,Sunday,July,2015,0,0,0,0,1
2016-01-29 06:22:21,Raleigh,24.53866128978960,-66.57888815742770,Clear,No Crash,None,Urban Road,Normal Flow,6,Friday,January,2016,0,0,0,0,1
2016-10-05 20:03:02,Raleigh,49.10384471356680,-73.68155020397420,Clouds,No Crash,None,Urban Road,Normal Flow,20,Wednesday,October,2016,0,0,0,0,1
2015-04-23 17:44:08,Raleigh,9.963216675026830,-85.96113671118110,Clouds,No Crash,None,Urban Road,Normal Flow,17,Thursday,April,2015,0,0,0,0,1
2015-10-17 09:04:34,Raleigh,20.18278399595780,-6.799831503640730,Clouds,No Crash,None,Urban Road,Normal Flow,9,Saturday,October,2015,0,0,0,0,1
2017-06-08 08:08:32,Raleigh,71.32076990129840,-56.059393528367800,Clouds,No Crash,None,Urban Road,Normal Flow,8,Thursday,June,2017,0,0,0,0,1
2015-07-07 10:41:08,Raleigh,49.19099613720340,-20.829450719429700,Clouds,No Crash,None,Urban Road,Normal Flow,10,Tuesday,July,2015,0,0,0,0,1
2017-06-01 18:10:55,Raleigh,61.65543685220270,-36.893061004978500,Clear,No Crash,None,Urban Road,Normal Flow,18,Thursday,June,2017,0,0,0,0,1
2016-11-21 00:04:46,Raleigh,58.98822497999430,-56.553356624146500,Clouds,No Crash,None,Urban Road,Normal Flow,0,Monday,November,2016,0,0,0,0,1
2015-01-11 20:56:22,Raleigh,48.59808978746280,-11.30148663697880,Clouds,No Crash,None,Urban Road,Normal Flow,20,Sunday,January,2015,0,0,0,0,1
2016-09-16 02:39:13,Raleigh,16.65876578605340,-43.34847134598590,Clouds,No Crash,None,Urban Road,Normal Flow,2,Friday,September,2016,0,0,0,0,1
2017-08-03 02:40:15,Raleigh,11.946750799179100,-44.40692799180580,Clouds,No Crash,None,Urban Road,Normal Flow,2,Thursday,August,2017,0,0,0,0,1
2017-09-05 09:05:42,Raleigh,59.39710429726,-1.6721471641213600,Clouds,No Crash,None,Urban Road,Normal Flow,9,Tuesday,September,2017,0,0,0,0,1
2016-04-01 05:43:26,Raleigh,10.398660003531300,-52.6059866638392,Rain,No Crash,None,Urban Road,Normal Flow,5,Friday,April,2016,0,0,0,0,1
2017-03-05 12:36:31,Raleigh,56.83015140816940,-10.727479342067100,Rain,No Crash,None,Urban Road,Normal Flow,12,Sunday,March,2017,0,0,0,0,1
2017-02-08 11:38:41,Raleigh,65.22732264997200,-27.889893191887400,Clouds,No Crash,None,Urban Road,Normal Flow,11,Wednesday,February,2017,0,0,0,0,1
2016-04-15 07:28:00,Raleigh,30.03317209166790,-6.953237012396190,Clouds,No Crash,None,Urban Road,Normal Flow,7,Friday,April,2016,0,0,0,0,1
2015-01-16 22:38:11,Raleigh,54.35153045632130,-66.11498597149900,Clouds,No Crash,None,Urban Road,Normal Flow,22,Friday,January,2015,0,0,0,0,1
2016-05-03 07:37:56,Raleigh,15.505170443568200,-69.05081512221650,Clouds,No Crash,None,Urban Road,Normal Flow,7,Tuesday,May,2016,0,0,0,0,1
2017-01-10 15:33:06,Raleigh,52.907775032089400,-48.61047189667790,Clouds,No Crash,None,Urban Road,Normal Flow,15,Tuesday,January,2017,0,0,0,0,1
2016-08-01 16:43:40,Raleigh,68.24712517116310,-32.407322689414300,Clouds,No Crash,None,Urban Road,Normal Flow,16,Monday,August,2016,0,0,0,0,1
2015-03-12 10:16:32,Raleigh,33.39790995455260,-11.878762497554700,Clouds,No Crash,None,Urban Road,Normal Flow,10,Thursday,March,2015,0,0,0,0,1
2016-10-11 06:37:33,Raleigh,63.8232213565973,-52.480652982878500,Clouds,No Crash,None,Urban Road,Normal Flow,6,Tuesday,October,2016,0,0,0,0,1
2015-12-28 10:33:24,Raleigh,18.253237821291800,-7.1069682617621800,Clear,No Crash,None,Urban Road,Normal Flow,10,Monday,December,2015,0,0,0,0,1
2016-03-28 02:30:11,Raleigh,60.832588982268000,-26.1484587219324,Rain,No Crash,None,Urban Road,Normal Flow,2,Monday,March,2016,0,0,0,0,1
2016-01-19 09:42:11,Raleigh,7.071612530004370,-78.6902562787398,Rain,No Crash,None,Urban Road,Normal Flow,9,Tuesday,January,2016,0,0,0,0,1
2015-01-06 11:50:19,Raleigh,53.872549433288400,-86.10103908049680,Clouds,No Crash,None,Urban Road,Normal Flow,11,Tuesday,January,2015,0,0,0,0,1
2016-03-09 16:52:09,Raleigh,59.18073416955690,-39.7703260247919,Clouds,No Crash,None,Urban Road,Normal Flow,16,Wednesday,March,2016,0,0,0,0,1
2017-06-08 10:56:48,Raleigh,61.045420655550000,-43.229896058912100,Clouds,No Crash,None,Urban Road,Normal Flow,10,Thursday,June,2017,0,0,0,0,1
2016-04-03 21:33:20,Raleigh,36.605340658506500,-48.16454771053590,Rain,No Crash,None,Urban Road,Normal Flow,21,Sunday,April,2016,0,0,0,0,1
2016-10-10 13:21:42,Raleigh,55.68335703823290,-3.6566497005660500,Clouds,No Crash,None,Urban Road,Normal Flow,13,Monday,October,2016,0,0,0,0,1
2016-08-10 23:10:55,Raleigh,35.954325349408100,-58.439368854976600,Rain,No Crash,None,Urban Road,Normal Flow,23,Wednesday,August,2016,0,0,0,0,1
